C,N,P,S,V,Ni,Nb,Al,Ti,Fe,Hf,Mo,Mn,Co,Si,Cr,Cu,DOI,url,SFE,Error,title,Author,temperature,experiment_type
0.2,0,0,0,0,0,0,0,0,71.8,0,0,28,0,0,0,0,0,http://onlinelibrary.wiley.com/doi/10.1002/9781119223399.ch107/summary,12.32,0,Design of High Manganese Steels: Calculation of Sfe and Ms Temperature,Kumar,300,XRD
0.03,0.1,0.045,0,0,10,0,0,0,69.105,0,0,2,0,0.72,18,0,0,http://onlinelibrary.wiley.com/doi/10.1002/9781119223399.ch107/summary,21.48,0,Design of High Manganese Steels: Calculation of Sfe and Ms Temperature,Kumar,300,XRD
0.1,0,0,0,0,1.01,0,0,0,70.29,0,0,9.25,0,4.2,15.15,0,0,http://onlinelibrary.wiley.com/doi/10.1002/9781119223399.ch107/summary,15.83,0,Design of High Manganese Steels: Calculation of Sfe and Ms Temperature,Kumar,300,XRD
0.04,0.0049,0.013,0,0,8.75,0,0,0,71.3121,0,0,1.36,0,0.32,18.2,0,10.1007/BF00540364,http://link.springer.com/article/10.1007/BF00540364,8,0,Cold-worked state and annealing behaviour of austenitic stainless steel,"Yang, S. W.",300,XRD
0.06,0,0,0,0,13.3,0,0,0,67.24,0,1.7,0.4,0,0,17.3,0,10.1007/BF00540364,http://link.springer.com/article/10.1007/BF00540364,68,0,Cold-worked state and annealing behaviour of austenitic stainless steel,"Yang, S. W.",300,XRD
0.016,0,0,0,0,14.1,0,0,0,67.884,0,0,0,0,0,18,0,10.1007/BF00540364,http://link.springer.com/article/10.1007/BF00540364,25,0,Cold-worked state and annealing behaviour of austenitic stainless steel,"Yang, S. W.",300,XRD
0.019,0,0,0,0,14.1,0,0,0,66.881,0,0,0,0,0,19,0,10.1007/BF00540364,http://link.springer.com/article/10.1007/BF00540364,43,0,Cold-worked state and annealing behaviour of austenitic stainless steel,"Yang, S. W.",300,XRD
0.006,0,0,0,0,14,0,0,0,66.994,0,0,0,0,0,19,0,10.1007/BF00540364,http://link.springer.com/article/10.1007/BF00540364,35,0,Cold-worked state and annealing behaviour of austenitic stainless steel,"Yang, S. W.",300,XRD
0.005,0,0,0,0,11.4,0,0,0,73.695,0,0,0,0,0,14.9,0,10.1007/BF00540364,http://link.springer.com/article/10.1007/BF00540364,13,0,Cold-worked state and annealing behaviour of austenitic stainless steel,"Yang, S. W.",300,XRD
0.005,0,0,0,0,20.6,0,0,0,61.295,0,0,0,0,0,18.1,0,10.1007/BF00540364,http://link.springer.com/article/10.1007/BF00540364,43,0,Cold-worked state and annealing behaviour of austenitic stainless steel,"Yang, S. W.",300,XRD
0.01,0,0,0,0,14.1,0,0,0,68.09,0,0,0,0,0,17.8,0,10.1002/pssa.19700020429,http://onlinelibrary.wiley.com/doi/10.1002/pssa.19700020429/abstract,45,0,On the variation of the intrinsic stacking fault energy with temperature in Fe-18 Cr-12 Ni alloys,"Lecroisey, F.",300,TEM
0.01,0,0,0,0,12.5,0,0,0,71.59,0,0,0,0,0,15.9,0,10.1002/pssa.19700020429,http://onlinelibrary.wiley.com/doi/10.1002/pssa.19700020429/abstract,24,0,On the variation of the intrinsic stacking fault energy with temperature in Fe-18 Cr-12 Ni alloys,"Lecroisey, F.",300,TEM
0.005,0,0,0,0,10.7,0,0,0,70.995,0,0,0,0,0,18.3,0,10.1007/BF02663341,http://link.springer.com/article/10.1007/BF02663341,16.4,0.067073171,The temperature dependence of stacking fault energy in Fe-Cr-Ni alloys,"Latanision, R.M.",300,TEM
0.005,0,0,0,0,10.7,0,0,0,70.995,0,0,0,0,0,18.3,0,10.1007/BF02663341,http://link.springer.com/article/10.1007/BF02663341,27.6,0.057971014,The temperature dependence of stacking fault energy in Fe-Cr-Ni alloys,"Latanision, R.M.",408,TEM
0.005,0,0,0,0,10.7,0,0,0,70.995,0,0,0,0,0,18.3,0,10.1007/BF02663341,http://link.springer.com/article/10.1007/BF02663341,30.4,0.032894737,The temperature dependence of stacking fault energy in Fe-Cr-Ni alloys,"Latanision, R.M.",598,TEM
0.005,0,0,0,0,12.5,0,0,0,71.595,0,0,0,0,0,15.9,0,10.1007/BF02663341,http://link.springer.com/article/10.1007/BF02663341,23.6,0.038135593,The temperature dependence of stacking fault energy in Fe-Cr-Ni alloys,"Latanision, R.M.",300,TEM
0.005,0,0,0,0,12.5,0,0,0,71.595,0,0,0,0,0,15.9,0,10.1007/BF02663341,http://link.springer.com/article/10.1007/BF02663341,28.8,0.038194444,The temperature dependence of stacking fault energy in Fe-Cr-Ni alloys,"Latanision, R.M.",408,TEM
0.005,0,0,0,0,12.5,0,0,0,71.595,0,0,0,0,0,15.9,0,10.1007/BF02663341,http://link.springer.com/article/10.1007/BF02663341,31.8,0.044025157,The temperature dependence of stacking fault energy in Fe-Cr-Ni alloys,"Latanision, R.M.",598,TEM
0.01,0,0,0,0,21.07,0,0,0,52.96,0,0.02,0.08,0,0.01,25.85,0,10.1016/0001-6160(78)90200-6,http://www.sciencedirect.com/science/article/pii/0001616078902006,35,0.142857143,Stacking fault energy measurements in some austenitic stainless steels,Bampton C.C.,300,TEM-WBDF
0.01,0,0,0,0,22,0,0,0,56.89,0,0.02,0.07,0,0.01,21,0,10.1016/0001-6160(78)90200-6,http://www.sciencedirect.com/science/article/pii/0001616078902006,33,0.151515152,Stacking fault energy measurements in some austenitic stainless steels,Bampton C.C.,300,TEM-WBDF
0.02,0,0,0,0,13.8,0,0,0,64.97,0,0.02,0.08,0,0.01,21.1,0,10.1016/0001-6160(78)90200-6,http://www.sciencedirect.com/science/article/pii/0001616078902006,18,0.222222222,Stacking fault energy measurements in some austenitic stainless steels,Bampton C.C.,300,TEM-WBDF
0.01,0,0,0,0,20.77,0,0,0,62.9,0,0.02,0.08,0,0.01,16.21,0,10.1016/0001-6160(78)90200-6,http://www.sciencedirect.com/science/article/pii/0001616078902006,31,0.161290323,Stacking fault energy measurements in some austenitic stainless steels,Bampton C.C.,300,TEM-WBDF
0.02,0,0,0,0,14,0,0,0,69.67,0,0.02,0.08,0,0.01,16.2,0,10.1016/0001-6160(78)90200-6,http://www.sciencedirect.com/science/article/pii/0001616078902006,23,0.217391304,Stacking fault energy measurements in some austenitic stainless steels,Bampton C.C.,300,TEM-WBDF
0.03,0.398,0,0.004,0,16.3,0,0,0,54.698,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,73,0.0684,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",293,TEM
0.03,0.398,0,0.004,0,16.3,0,0,0,54.698,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,73,0.0684,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",271,TEM
0.03,0.398,0,0.004,0,16.3,0,0,0,54.698,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,72,0.0694,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",252,TEM
0.03,0.398,0,0.004,0,16.3,0,0,0,54.698,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,68,0.0735,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",231,TEM
0.03,0.398,0,0.004,0,16.3,0,0,0,54.698,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,58,0.0862,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",214,TEM
0.03,0.398,0,0.004,0,16.3,0,0,0,54.698,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,41,0.122,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",194,TEM
0.03,0.398,0,0.004,0,16.3,0,0,0,54.698,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,37,0.1351,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",176,TEM
0.03,0.398,0,0.004,0,16.3,0,0,0,54.698,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,35,0.1429,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",154,TEM
0.03,0.398,0,0.004,0,16.3,0,0,0,54.698,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,33,0.1515,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",130,TEM
0.96,0,0,0,0,0,0,0,0,67.16,0,0,31.63,0,0.25,0,0,10.1016/j.msea.2009.02.031,http://www.sciencedirect.com/science/article/pii/S0921509309001920,17.39,0.138,Effect of Si content on the stacking fault energy in γ-Fe–Mn–Si–C alloys: Part I. X-ray diffraction line profile analysis,"Tian, Xing",300,XRD
0.64,0,0,0,0,0,0,0,0,64.78,0,0,32.55,0,2.03,0,0,10.1016/j.msea.2009.02.031,http://www.sciencedirect.com/science/article/pii/S0921509309001920,14.69,0.157,Effect of Si content on the stacking fault energy in γ-Fe–Mn–Si–C alloys: Part I. X-ray diffraction line profile analysis,"Tian, Xing",300,XRD
0.67,0,0,0,0,0,0,0,0,63.5,0,0,30.62,0,5.21,0,0,10.1016/j.msea.2009.02.031,http://www.sciencedirect.com/science/article/pii/S0921509309001920,10.51,0.037,Effect of Si content on the stacking fault energy in γ-Fe–Mn–Si–C alloys: Part I. X-ray diffraction line profile analysis,"Tian, Xing",300,XRD
0.79,0,0,0,0,0,0,0,0,60.16,0,0,30.38,0,8.67,0,0,10.1016/j.msea.2009.02.031,http://www.sciencedirect.com/science/article/pii/S0921509309001920,6.33,0.026,Effect of Si content on the stacking fault energy in γ-Fe–Mn–Si–C alloys: Part I. X-ray diffraction line profile analysis,"Tian, Xing",300,XRD
0.07,0.06,0.08,0.04,0,16.13,0,0,0,55.05,0,0,9.64,0,0.45,18.48,0,10.1016/j.scriptamat.2006.05.025,http://www.sciencedirect.com/science/article/pii/S1359646206004039,43,0.0465,Effect of nitrogen on the electron structure and stacking fault energy in austenitic steels,"Gavrilijuk, V.",300,TEM
0.07,0.21,0.08,0.04,0,16.13,0,0,0,54.9,0,0,9.64,0,0.45,18.48,0,10.1016/j.scriptamat.2006.05.025,http://www.sciencedirect.com/science/article/pii/S1359646206004039,54,0.0463,Effect of nitrogen on the electron structure and stacking fault energy in austenitic steels,"Gavrilijuk, V.",300,TEM
0.07,0.31,0.08,0.04,0,16.13,0,0,0,54.8,0,0,9.64,0,0.45,18.48,0,10.1016/j.scriptamat.2006.05.025,http://www.sciencedirect.com/science/article/pii/S1359646206004039,62,0.0726,Effect of nitrogen on the electron structure and stacking fault energy in austenitic steels,"Gavrilijuk, V.",300,TEM
0.07,0.4,0.08,0.04,0,16.13,0,0,0,54.71,0,0,9.64,0,0.45,18.48,0,10.1016/j.scriptamat.2006.05.025,http://www.sciencedirect.com/science/article/pii/S1359646206004039,65,0.0462,Effect of nitrogen on the electron structure and stacking fault energy in austenitic steels,"Gavrilijuk, V.",300,TEM
0.07,0.54,0.08,0.04,0,16.13,0,0,0,54.57,0,0,9.64,0,0.45,18.48,0,10.1016/j.scriptamat.2006.05.025,http://www.sciencedirect.com/science/article/pii/S1359646206004039,52,0.0481,Effect of nitrogen on the electron structure and stacking fault energy in austenitic steels,"Gavrilijuk, V.",300,TEM
0,0.23,0,0,0,0,0,0,0,67.47,0,0,17.2,0,0,15.1,0,10.1016/j.scriptamat.2006.05.025,http://www.sciencedirect.com/science/article/pii/S1359646206004039,25,0.08,Effect of nitrogen on the electron structure and stacking fault energy in austenitic steels,"Gavrilijuk, V.",300,TEM
0,0.48,0,0,0,0,0,0,0,67.22,0,0,17.2,0,0,15.1,0,10.1016/j.scriptamat.2006.05.025,http://www.sciencedirect.com/science/article/pii/S1359646206004039,21,0.2,Effect of nitrogen on the electron structure and stacking fault energy in austenitic steels,"Gavrilijuk, V.",300,TEM
0,0.8,0,0,0,0,0,0,0,66.9,0,0,17.2,0,0,15.1,0,10.1016/j.scriptamat.2006.05.025,http://www.sciencedirect.com/science/article/pii/S1359646206004039,40,0.1,Effect of nitrogen on the electron structure and stacking fault energy in austenitic steels,"Gavrilijuk, V.",300,TEM
0.049,0.047,0,0,0,8.2,0,0.003,0,71.151,0,0,1.49,0,0.43,18.2,0.43,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,30,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.041,0.054,0,0,0,8.1,0,0,0,71.195,0,0,1.71,0,0.33,18.2,0.37,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,29.2,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.093,0.074,0,0,0,6.4,0,0.002,0,74.141,0,0,1.22,0,1.12,16.7,0.25,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,26.6,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.045,0.198,0,0,0,4.5,0,0.005,0,70.082,0,0,6.97,0,0.35,17.6,0.25,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,24.6,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.03,0.168,0,0,0,6.6,0,0,0,73.904,0,0,1.23,0,0.5,17.4,0.168,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,23.7,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.019,0.094,0,0,0,6.6,0,0,0,73.377,0,0,1.61,0,0.48,17.6,0.22,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,23.2,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.017,0.145,0,0,0,6.6,0,0,0,73.848,0,0,1.34,0,0.51,17.4,0.14,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,22.6,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.08,0,0,0,0,0,0,1.6,0,70.03,0,0,28,0,0.28,0.01,0,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,27,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.047,0.107,0,0,0,4.7,0,0.001,0,69.465,0,0,5.7,0,0.29,17.3,2.39,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,24.9,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.079,0.115,0,0,0,1.1,0,0.002,0,72.424,0,0,9,0,0.4,15.2,1.68,10.1007/BF02663341,http://www.sciencedirect.com/science/article/pii/S1359645410007007,16.8,0,Thermodynamic modeling of the stacking fault energy of austenitic steels,"Curtze, S.",300,Thermodynamic Modeling
0.4,0.066,0,0.004,0,16.3,0,0,0,54.66,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,39,0.1282,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",293,TEM
0.4,0.066,0,0.004,0,16.3,0,0,0,54.66,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,37,0.1351,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",253,TEM
0.4,0.066,0,0.004,0,16.3,0,0,0,54.66,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,35,0.1429,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",233,TEM
0.4,0.066,0,0.004,0,16.3,0,0,0,54.66,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,32,0.1563,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",172,TEM
0.4,0.066,0,0.004,0,16.3,0,0,0,54.66,0,0,9.64,0,0.45,18.48,0,10.1016/S1359-6454(97)00322-4,http://www.sciencedirect.com/science/article/pii/S1359645497003224,30,0.1667,Effect of nitrogen on the temperature dependence of the yield strength of austenitic steels,"Gavriljuk, V. G.",130,TEM
0.041,0.054,0,0,0,8.1,0,0,0,70.875,0,0.32,1.71,0,0.33,18.2,0.37,10.1016/j.actamat.2007.07.015,http://www.sciencedirect.com/science/article/pii/S135964540700482X,17.8,0.06741573,Formation of shear bands and strain-induced martensite during plastic deformation of metastable austenitic stainless steels,"Talonen, J.",300,XRD
0.019,0.094,0,0,0,6.6,0,0,0,73.237,0,0.14,1.61,0,0.48,17.6,0.22,10.1016/j.actamat.2007.07.015,http://www.sciencedirect.com/science/article/pii/S135964540700482X,12.8,0.1171875,Formation of shear bands and strain-induced martensite during plastic deformation of metastable austenitic stainless steels,"Talonen, J.",300,XRD
0.017,0.145,0,0,0,6.6,0,0,0,73.698,0,0.15,1.34,0,0.51,17.4,0.14,10.1016/j.actamat.2007.07.015,http://www.sciencedirect.com/science/article/pii/S135964540700482X,14.7,0.054421769,Formation of shear bands and strain-induced martensite during plastic deformation of metastable austenitic stainless steels,"Talonen, J.",300,XRD
0,0,0,0,0,0,0,0,0,85,0,0,15,0,0,0,0,0,0,26,0,INFLUENCE OF MANGANESE AND THE STACKING FAULT ENERGY OF IRON-MANGANESE ALLOYS,"Volosevich, P. YU.",300,TEM
0,0,0,0,0,0,0,0,0,83,0,0,17,0,0,0,0,0,0,23,0,INFLUENCE OF MANGANESE AND THE STACKING FAULT ENERGY OF IRON-MANGANESE ALLOYS,"Volosevich, P. YU.",300,TEM
0,0,0,0,0,0,0,0,0,80,0,0,20,0,0,0,0,0,0,18,0,INFLUENCE OF MANGANESE AND THE STACKING FAULT ENERGY OF IRON-MANGANESE ALLOYS,"Volosevich, P. YU.",300,TEM
0,0,0,0,0,0,0,0,0,78,0,0,22,0,0,0,0,0,0,15,0,INFLUENCE OF MANGANESE AND THE STACKING FAULT ENERGY OF IRON-MANGANESE ALLOYS,"Volosevich, P. YU.",300,TEM
0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,27,0,INFLUENCE OF MANGANESE AND THE STACKING FAULT ENERGY OF IRON-MANGANESE ALLOYS,"Volosevich, P. YU.",300,TEM
0,0,0,0,0,0,0,0,0,70,0,0,30,0,0,0,0,0,0,42,0,INFLUENCE OF MANGANESE AND THE STACKING FAULT ENERGY OF IRON-MANGANESE ALLOYS,"Volosevich, P. YU.",300,TEM
0.03,0.39,0,0,0,0,0,0,0,72.2,0,0,9.73,0,0.24,17.83,0,10.1016/j.actamat.2010.01.056,http://www.sciencedirect.com/science/article/pii/S1359645410000868,10.4,0.038461538,Correlation between stacking fault energy and deformation microstructure in high-interstitial-alloyed austenitic steels,"Lee, Tae-Ho",300,Neutron Diffraction
0.03,0.44,0,0,0,0,0,0,0,72,0,0,9.7,0,0.24,18.06,0,10.1016/j.actamat.2010.01.056,http://www.sciencedirect.com/science/article/pii/S1359645410000868,12.2,0.032786885,Correlation between stacking fault energy and deformation microstructure in high-interstitial-alloyed austenitic steels,"Lee, Tae-Ho",300,Neutron Diffraction
0.03,0.51,0,0,0,0,0,0,0,72.51,0,0,9.58,0,0.26,17.65,0,10.1016/j.actamat.2010.01.056,http://www.sciencedirect.com/science/article/pii/S1359645410000868,17.1,0.01754386,Correlation between stacking fault energy and deformation microstructure in high-interstitial-alloyed austenitic steels,"Lee, Tae-Ho",300,Neutron Diffraction
0.03,0.69,0,0,0,0,0,0,0,72.47,0,0,9.82,0,0.17,17.54,0,10.1016/j.actamat.2010.01.056,http://www.sciencedirect.com/science/article/pii/S1359645410000868,22.8,0.021929825,Correlation between stacking fault energy and deformation microstructure in high-interstitial-alloyed austenitic steels,"Lee, Tae-Ho",300,Neutron Diffraction
0.15,0.42,0,0,0,0,0,0,0,71.54,0,0,10.19,0,0.25,18.02,0,10.1016/j.actamat.2010.01.056,http://www.sciencedirect.com/science/article/pii/S1359645410000868,20.1,0.049751244,Correlation between stacking fault energy and deformation microstructure in high-interstitial-alloyed austenitic steels,"Lee, Tae-Ho",300,Neutron Diffraction
0.38,0.38,0,0,0,0,0,0,0,72,0,0,9.66,0,0.22,18.12,0,10.1016/j.actamat.2010.01.056,http://www.sciencedirect.com/science/article/pii/S1359645410000868,27.6,0.014492754,Correlation between stacking fault energy and deformation microstructure in high-interstitial-alloyed austenitic steels,"Lee, Tae-Ho",300,Neutron Diffraction
0.04,0.06,0.033,0.02,0,8.75,0,0,0,70.467,0,0,1.52,0,1.07,18.04,0,10.1016/j.jnucmat.2008.12.008,http://www.sciencedirect.com/science/article/pii/S0022311508007356,11,0,Deformation and microstructure of neutron irradiated stainless steels with different stacking fault energy,"Li, Xiaoqiang",300,TEM-WBDF
0.05,0.023,0.033,0.02,0,8.6,0,0,0,71.634,0,0,1.56,0,0.44,17.64,0,10.1016/j.jnucmat.2008.12.008,http://www.sciencedirect.com/science/article/pii/S0022311508007356,31,0,Deformation and microstructure of neutron irradiated stainless steels with different stacking fault energy,"Li, Xiaoqiang",300,TEM-WBDF
0.07,0.032,0.035,0.043,0,16.23,0,0,0,63.27,0,0,1.59,0,0.1,18.63,0,10.1016/j.jnucmat.2008.12.008,http://www.sciencedirect.com/science/article/pii/S0022311508007356,46,0,Deformation and microstructure of neutron irradiated stainless steels with different stacking fault energy,"Li, Xiaoqiang",300,TEM-WBDF
0.13,0,0,0,0,11.16,0,0,0,69.28,0,0,0.47,0,1.06,17.9,0,0,0,17.25,0.0667,Influence of solute additions on the stacking fault energy of iron-nickel-chromium austenites,"Dulieu, D.",300,TEM
0.023,0,0,0,0,8.59,0,0,0,66.667,0,0,0.15,6.42,0.19,17.96,0,0,0,11.5,0,Influence of solute additions on the stacking fault energy of iron-nickel-chromium austenites,"Dulieu, D.",300,TEM
0.115,0,0,0,0,10.04,0,0,0,66.525,0,0,0.22,0,0.1,17.8,5.2,0,0,63.25,0.0909,Influence of solute additions on the stacking fault energy of iron-nickel-chromium austenites,"Dulieu, D.",300,TEM
0,0,0,0,,11.2,0,0,0,69.5,0,0,0,0,0,19.3,0,10.1007/BF02814874,http://link.springer.com/article/10.1007/BF02814874,13,0,The formation of Hcp and Bcc phases in austenitic iron alloys,"Breedis, J.F.",300,TEM
0,0,0,0,,11,0,0,0,71.7,0,0,0,0,0,17.3,0,10.1007/BF02814874,http://link.springer.com/article/10.1007/BF02814874,18,0,The formation of Hcp and Bcc phases in austenitic iron alloys,"Breedis, J.F.",300,TEM
0,0,0,0,,12.1,0,0,0,71.9,0,0,0,0,0,16,0,10.1007/BF02814874,http://link.springer.com/article/10.1007/BF02814874,22,0,The formation of Hcp and Bcc phases in austenitic iron alloys,"Breedis, J.F.",300,TEM
0,0,0,0,,14.2,0,0,0,72.8,0,0,0,0,0,13,0,10.1007/BF02814874,http://link.springer.com/article/10.1007/BF02814874,33,0,The formation of Hcp and Bcc phases in austenitic iron alloys,"Breedis, J.F.",300,TEM
0,0,0,0,,16.2,0,0,0,73.4,0,0,0,0,0,10.4,0,10.1007/BF02814874,http://link.springer.com/article/10.1007/BF02814874,43,0,The formation of Hcp and Bcc phases in austenitic iron alloys,"Breedis, J.F.",300,TEM
0.23,0,0,0.006,0,0,0,0,0,76.86,0,0,19.84,0,0.024,0,3.04,10.1016/S1006-706X(14)60018-2,http://www.sciencedirect.com/science/article/pii/S1006706X14600182,22.4,0,Effect of Carbon Content on Stacking Fault Energy of Fe-20Mn-3Cu TWIP Steel,"Peng, Xian",300,Thermodynamic Modeling
0.83,0,0,0.01,0,0,0,0,0,76.216,0,0,19.87,0,0.044,0,3.03,10.1016/S1006-706X(14)60018-2,http://www.sciencedirect.com/science/article/pii/S1006706X14600182,26.51,0,Effect of Carbon Content on Stacking Fault Energy of Fe-20Mn-3Cu TWIP Steel,"Peng, Xian",300,Thermodynamic Modeling
1.41,0,0,0.013,0,0,0,0,0,75.603,0,0,19.87,0,0.064,0,3.04,10.1016/S1006-706X(14)60018-2,http://www.sciencedirect.com/science/article/pii/S1006706X14600182,29.64,0,Effect of Carbon Content on Stacking Fault Energy of Fe-20Mn-3Cu TWIP Steel,"Peng, Xian",300,Thermodynamic Modeling
0.03,0,0,0,0,0,0,0,0,77.97,0,0,22,0,0,0,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,28.55,0.045534151,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0.13,0,0,0,0,0,0,0,0,77.87,0,0,22,0,0,0,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,23.1,0.043290043,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0.33,0,0,0,0,0,0,0,0,77.67,0,0,22,0,0,0,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,26.1,0.042145594,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0.69,0,0,0,0,0,0,0,0,77.31,0,0,22,0,0,0,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,28.1,0.044483986,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0,0,0,0,10.6,0,0,0,70.4,0,0,1.2,0,0,17.8,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,25.1,0.029880478,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0.06,0,0,0,0,10.5,0,0,0,70.64,0,0,0.9,0,0,17.9,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,29.6,0.033783784,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0.09,0,0,0,0,10.1,0,0,0,71.11,0,0,0.6,0,0,18.1,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,33.1,0.03021148,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0.11,0,0,0,0,10.6,0,0,0,70.69,0,0,0.5,0,0,18.1,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,38.5,0.032467532,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
0,0.01,0,0,0,16.1,0,0,0,55.79,0,0,9.6,0,0,18.5,0,10.3139/146.031012,http://www.hanser-elibrary.com/doi/abs/10.3139/146.031012,44.4,0.04954955,Effect of carbon and nitrogen on the stacking fault energy of high-alloyed iron-based austenite,Petrov,300,TEM
